iter	Logloss
382	0.2539374211
383	0.253771752
384	0.2536064831
385	0.2533012325
386	0.2531522211
387	0.2529419923
388	0.2527744516
389	0.2526030029
390	0.2521571326
391	0.2517361236
392	0.2515080333
393	0.2513130437
394	0.2510007845
395	0.2508588707
396	0.2506604839
397	0.250504109
398	0.2503362712
399	0.2502505718
400	0.2501485281
401	0.2499409988
402	0.2498194703
403	0.2496591523
404	0.2494687451
405	0.2491320454
406	0.2489830229
407	0.248766621
408	0.2485762651
409	0.2484464993
410	0.248236128
411	0.2480074364
412	0.2477257842
413	0.2475429023
414	0.2474125742
415	0.2471277949
416	0.2468806338
417	0.2467341893
418	0.2465764041
419	0.2464644147
420	0.246291431
421	0.2461262538
422	0.2459259591
423	0.2457770024
424	0.2456201852
425	0.2453865852
426	0.2451748991
427	0.2448693216
428	0.2446406387
429	0.2444968403
430	0.244254275
431	0.2439643645
432	0.2436763643
433	0.243542316
434	0.243048715
435	0.2429449039
436	0.2428000591
437	0.2426279442
438	0.2424282381
439	0.2422819831
440	0.2420133522
441	0.2418506548
442	0.2415961252
443	0.241480423
444	0.2412477095
445	0.2410855349
446	0.2408672081
447	0.2406038643
448	0.2403925397
449	0.2399164824
450	0.2397310519
451	0.2395964659
452	0.2394626778
453	0.2393605112
454	0.2392108808
455	0.2390806992
456	0.2388667068
457	0.238603078
458	0.2383758766
459	0.2381998772
460	0.238057372
461	0.2379166297
462	0.2377013867
463	0.2374399929
464	0.2371585396
465	0.2370479944
466	0.2369257292
467	0.2368197407
468	0.2366412342
469	0.2364822421
470	0.2362044406
471	0.2360370491
472	0.2358940443
473	0.2357100486
474	0.2354964264
475	0.2352545438
476	0.2350604213
477	0.2349537951
478	0.2348497979
479	0.2346942286
480	0.2344816881
481	0.2342996433
482	0.2341186702
483	0.2339146739
484	0.2337626758
485	0.2336183681
486	0.2334249166
487	0.2332719491
488	0.2330429119
489	0.2329015707
490	0.2327493773
491	0.2325510925
492	0.2324372812
493	0.2322606473
494	0.2320566467
495	0.2319172249
496	0.2317660323
497	0.2316091214
498	0.2315283279
499	0.2312798127
500	0.231167428
501	0.2309357204
502	0.2308003863
503	0.2306796325
504	0.2305707953
505	0.2304243319
506	0.2302285929
507	0.2300870016
508	0.2299629138
509	0.2297407278
510	0.2295517379
511	0.2293488528
512	0.2291698522
513	0.2290511804
514	0.2288901007
515	0.2286335634
516	0.2283953658
517	0.2282656658
518	0.2280392976
519	0.2278046279
520	0.2276001719
521	0.2273702728
522	0.2272180248
523	0.2270077863
524	0.2268991783
525	0.2267082033
526	0.2265568018
527	0.2263654694
528	0.2261733591
529	0.2260479454
530	0.2259067956
531	0.2257600111
532	0.2256824712
533	0.2255353623
534	0.2252979852
535	0.2251883968
536	0.2251245528
537	0.2248506379
538	0.2247537591
539	0.2245312684
540	0.2242208568
541	0.2240332161
542	0.2238403142
543	0.2236997276
544	0.2234469248
545	0.2233233261
546	0.2232274421
547	0.2229876278
548	0.2228258215
549	0.2226731029
550	0.2225972584
551	0.2224125393
552	0.2222202472
553	0.2220832212
554	0.2217242115
555	0.2216363142
556	0.22142677
557	0.2212286077
558	0.2210931195
559	0.2210004143
560	0.2207707729
561	0.2206687407
562	0.2205721884
563	0.2203525555
564	0.2201517441
565	0.2199975438
566	0.2197838837
567	0.2195572159
568	0.2193682156
569	0.2191426076
570	0.2189159
571	0.2187582273
572	0.2186216091
573	0.2184108831
574	0.2182064675
575	0.2180495254
576	0.2178744516
577	0.2176541513
578	0.2174791138
579	0.2173091563
580	0.2171598887
581	0.2169905568
582	0.2168691245
583	0.2167293859
584	0.2166126445
585	0.2165334605
586	0.2164338591
587	0.2162932107
588	0.2161807233
589	0.2159790636
590	0.2157670191
591	0.2155727813
592	0.2154314873
593	0.2152492194
594	0.2151710218
595	0.2150821037
596	0.2149346737
597	0.2147376767
598	0.214569496
599	0.2144347782
600	0.2143212131
601	0.2142274593
602	0.2140950463
603	0.2139296139
604	0.2137556626
605	0.2136129408
606	0.2134722654
607	0.2133127934
608	0.2132065938
609	0.2131321571
610	0.2129710359
611	0.2128940759
612	0.2126717343
613	0.2125490607
614	0.2123563989
615	0.2122406226
616	0.2121442387
617	0.2120053519
618	0.2118914537
619	0.2117241222
620	0.2115851046
621	0.2114606622
622	0.2113295498
623	0.2112243328
624	0.2110307531
625	0.2107856657
626	0.2105980253
627	0.2105183502
628	0.2103585713
629	0.2102754641
630	0.2101204847
631	0.2099238834
632	0.2098020896
633	0.2096639771
634	0.209532813
635	0.2094036879
636	0.2091863082
637	0.2089663316
638	0.208808515
639	0.2086925028
640	0.2085583696
641	0.2083665099
642	0.2081728913
643	0.2080162501
644	0.2079392423
645	0.207784597
646	0.2076890417
647	0.20750671
648	0.2073709778
649	0.2071981072
650	0.2070940851
651	0.2069099425
652	0.2067470937
653	0.2066243954
654	0.2064831842
655	0.2062888378
656	0.2061295716
657	0.2059788192
658	0.205841643
659	0.2057339505
660	0.2056229697
661	0.20553835
662	0.2054027567
663	0.2052431126
664	0.2051070714
665	0.2049401139
666	0.2048138137
667	0.2046310895
668	0.2045253473
669	0.2044174244
670	0.2042607136
671	0.2041591266
672	0.2040129075
673	0.203901054
674	0.2037973302
675	0.2036863128
676	0.2035089929
677	0.2033676518
678	0.2031662503
679	0.2030289671
680	0.2028334952
681	0.2026561436
682	0.2025536058
683	0.2024261713
684	0.2023017263
685	0.2021204661
686	0.20188901
687	0.2017724882
688	0.2016177681
689	0.2015616881
690	0.2014112386
691	0.2013006644
692	0.2012288088
693	0.2010777206
694	0.2009196772
695	0.2007056113
696	0.2006228352
697	0.2005207543
698	0.2004107187
699	0.2002423539
700	0.2001136266
701	0.2000178701
702	0.1998807987
703	0.1997503708
704	0.1996109303
705	0.1994196131
706	0.1992780216
707	0.1991111423
708	0.1989687917
709	0.198772645
710	0.198697907
711	0.1985440481
712	0.1983037367
713	0.1982057223
714	0.1980708087
715	0.1979331156
716	0.1977919623
717	0.1976458543
718	0.1974856087
719	0.1974130363
720	0.1972228192
721	0.1970976964
722	0.1969720758
723	0.196904068
724	0.1967724043
725	0.1966331634
726	0.1964649291
727	0.196336767
728	0.1962320813
729	0.1961506477
730	0.1960060816
731	0.1959029139
732	0.1957865196
733	0.1956204644
734	0.1954732226
735	0.1953379712
736	0.1951871823
737	0.1950378403
738	0.1949316721
739	0.1948515464
740	0.1947108886
741	0.1945678335
742	0.1944553349
743	0.1943583062
744	0.1942430971
745	0.1940792773
746	0.1939210389
747	0.1937738337
748	0.1936358254
749	0.1935465715
750	0.1934230597
751	0.1932499636
752	0.1931123344
753	0.1930395278
754	0.1928767127
755	0.1927653095
756	0.1926171356
757	0.1925039853
758	0.1923987317
759	0.1922471358
760	0.1921601139
761	0.1920130094
762	0.1918488515
763	0.1916649591
764	0.1914815747
765	0.1913162775
766	0.1911935952
767	0.1910413193
768	0.1909137132
769	0.1907955504
770	0.1906324933
771	0.1905265553
772	0.1903773911
773	0.1902061496
774	0.1900360577
775	0.1899067479
776	0.1897812605
777	0.1896551082
778	0.1895336073
779	0.1893627592
780	0.1892942281
781	0.1891411324
782	0.189016429
783	0.1888697293
784	0.1887245578
785	0.188586787
786	0.1884518294
787	0.1883290471
788	0.1882154803
789	0.1880912498
790	0.1878857571
791	0.1877522199
792	0.1875813578
793	0.1874876411
794	0.1873823174
795	0.1871985006
796	0.1870083827
797	0.1869284536
798	0.1868478801
799	0.1867155895
800	0.186556328
801	0.1863929074
802	0.1862648298
803	0.1862096535
804	0.1860160205
805	0.1859724065
806	0.1859013805
807	0.1858173591
808	0.1857040146
809	0.1856155129
810	0.1854756092
811	0.1853861481
812	0.1852858675
813	0.1850972063
814	0.1850436789
815	0.1848870973
816	0.1847173659
817	0.1845897431
818	0.1844593715
819	0.1843560291
820	0.1842568938
821	0.184140554
822	0.1840412713
823	0.1839018188
824	0.1837441561
825	0.1835683519
826	0.183448602
827	0.1833388959
828	0.1832195398
829	0.1831499789
830	0.1829516357
831	0.1828527423
832	0.1826639827
833	0.1824862979
834	0.1823169162
835	0.182220451
836	0.1821348124
837	0.1819942301
838	0.1818897332
839	0.1818068253
840	0.1815993299
841	0.1813922718
842	0.1812748495
843	0.1811335431
844	0.1809884155
845	0.1808691828
846	0.1807859355
847	0.1806758487
848	0.18054351
849	0.1804643021
850	0.1803876921
851	0.1802772229
852	0.1801856101
853	0.1800382235
854	0.1799387591
855	0.1798803476
856	0.1797780302
857	0.1796925428
858	0.1796416107
859	0.1794653393
860	0.1793551547
861	0.1791941646
862	0.1790277058
863	0.1789603354
864	0.1788369275
865	0.1786509875
866	0.178536007
867	0.1783632655
868	0.1783092545
869	0.1781619572
870	0.1780617549
871	0.1779761642
872	0.1778760655
873	0.1777822638
874	0.1776958256
875	0.1775807548
876	0.1774321526
877	0.1772661574
878	0.1771487481
879	0.1770204381
880	0.1768919162
881	0.1767831111
882	0.176664278
883	0.1765468097
884	0.1764041215
885	0.1762922867
886	0.1761352043
887	0.1760302534
888	0.1759135531
889	0.1758485485
890	0.1757292705
891	0.1756381561
892	0.1755240665
893	0.1753441203
894	0.1752298453
895	0.1751131992
896	0.1750333692
897	0.1748919218
898	0.1747819975
899	0.1746933059
900	0.1745348171
901	0.1743750761
902	0.174279908
903	0.1741140517
904	0.1739790596
905	0.1738638466
906	0.1737679495
907	0.1736656808
908	0.1735852999
909	0.1734902111
910	0.173330995
911	0.1731882771
912	0.1730355967
913	0.1729015127
914	0.1728308946
915	0.1726801781
916	0.1725343664
917	0.1724378886
918	0.1723425605
919	0.1722058484
920	0.1721011153
921	0.1719980914
922	0.1718922828
923	0.1717953138
924	0.1716791563
925	0.171604341
926	0.1715153072
927	0.1714250514
928	0.1713177781
929	0.171213021
930	0.1711297948
931	0.1709927339
932	0.1708511747
933	0.1707253294
934	0.1705958919
935	0.170449699
936	0.1702815681
937	0.1702202273
938	0.1701493431
939	0.1700372286
940	0.1699628195
941	0.1698278844
942	0.1697172829
943	0.1696202548
944	0.1694916963
945	0.1693702304
946	0.1692331514
947	0.1691415987
948	0.16900298
949	0.1688938443
950	0.1687612145
951	0.1686526426
952	0.1685893987
953	0.168511198
954	0.1684308105
955	0.1683165296
956	0.1682631066
957	0.1681657272
958	0.1681241247
959	0.1679959522
960	0.1678606959
961	0.167698991
962	0.1675761896
963	0.167438323
964	0.1673176056
965	0.1671832511
966	0.1670346981
967	0.1669230106
968	0.1668603772
969	0.1667032716
970	0.1666356014
971	0.1665283746
972	0.1664144816
973	0.1662865581
974	0.1661753964
975	0.1660506978
976	0.1659284553
977	0.1658369259
978	0.1657555388
979	0.165642744
980	0.1655311191
981	0.1654370993
982	0.165308983
983	0.1651878784
984	0.1651121274
985	0.1649974544
986	0.1648863481
987	0.1647670123
988	0.1646921016
989	0.1646249304
990	0.1645214573
991	0.1644002739
992	0.1642894829
993	0.1642615186
994	0.1641022167
995	0.163951986
996	0.1638527438
997	0.1637408628
998	0.1636831788
999	0.1635111079
